Incident-id,Date(dd/mm/yr),Animal,village,District,State,Victim age,Victim outcome,Incident details,Source url,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,lat,lon,Target,dist_forest,dist_water,dist_village,elevation
251,31/10/25,Elephant,kerekatte,chikkamangalur,Karnataka,43yr,Dead,"He  had entered the forest to bring fodder for cattle,later encountered a wild elephant, which trampled himto death",2 die in elephant attack in Sringeri taluk of Karnataka - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,403,415,758
252,31/10/25,Elephant,kerekatte,chikkamangalur,Karnataka,41yr,Dead,"He  had entered the forest to bring fodder for cattle,later encountered a wild elephant, which trampled himto death",2 die in elephant attack in Sringeri taluk of Karnataka - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,675,640,365,692
253,01-11-25,Elephant,mundajore,sundargarh,Odisha,63yr,Dead,He sustained severe injuries after being attacked by a tusker,Elderly man killed in elephant attack in Odishas Sundargarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1036,0,338,702
254,09-10-25,Elephant,rampur,korba,Chhattisgarh,58yr,Dead,He  man was trampled to death by a herd of wild elephants ,Elephants Trample 58-Year-Old Man To Death In Chhattisgarh's Korba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,709,1077,229,395
255,20/06/24,Elephant,idukki,idukki,Kerala,62yr,Dead,"The man, an assistant caretaker at the park, beat the elephant with a bamboo rod in an attempt to coerce animal into being tethered.",Lakshmis Caretaker Beat HerShe Killed Him in an Instant | PETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,467,367,781
256,01-11-25,Elephant,hebbanahalli ,hassan,Karnataka,32yr,Dead,The man was attacked and killed by the wild elephant,"Karnataka Minister rushes back from Bengaluru to meets protesters late at night over death in elephant attack, calls CM - The Hindu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,254,946,240,639
257,16/08/22,Elephant,kurang,goalpara,Assam,--,Dead,At least three people including a child were killed in a wild elephant attack,At Least 3 Killed In Elephant Attack In Assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,780,637,333,544
258,10-06-22,Elephant,maladand ,gaurela-pendra-marwahi,Chhattisgarh,47yr,Dead,"He on his way home after work, when he encountered a tusker.","1 Killed, Another Injured In Elephant Attack In Chhattisgarh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,682,563,621
259,10-06-22,Elephant,maladand ,gaurela-pendra-marwahi,Chhattisgarh,50yr,injured,"He on his way home after work, when he encountered a tusker.","1 Killed, Another Injured In Elephant Attack In Chhattisgarh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,533,727,98,333
260,20/03/22,Elephant,rumga,bilaspur,Chhattisgarh,10yr,Dead,She  was trampled to death by an elephant ,"1 Killed, Another Injured In Elephant Attack In Chhattisgarh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,632,679,527,661
261,09-06-22,Elephant,raipal,mayurbhanj ,Odisha,70yr,Dead,She was at a tube well drawing water when she was atacked,Elephant kills elderly woman and then returns to trample her corpse at funeral in India | The Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,121,757,563,445
262,01-12-22,leopard,narasipura,mysuru,Karnataka,22yr,Dead,She was killed by a leopard,"Karnataka: Despite Reports of Man-Animal Conflict, Govt Struggles for Solutions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,382,1031,276,397
263,12-04-23,leopard,balibhasa,jhargram,West bengal,22yr,Dead,"The wild elephant, which was part of a herd, suddenly attacked the victim while the villagers were chasing the elephant group when it entered the Balibhasa area",Elephant Tramples to Death College Student at Indian Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,578,0,371
264,19/08/22,leopard,kunkuri,jashpur,Chhattisgarh,38yr,Dead,He  had gone to check the water level in his fields where he was attacked ,"Chhattisgarh: Two killed in separate elephant attacks in Jashpur, Gaurela-Pendra-Marwahi | India News  India TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92,783,178,766
265,19/08/22,leopard,kunkuri,jashpur,West bengal,33yr,injured,He  had gone to check the water level in his fields where he was attacked ,"Chhattisgarh: Two killed in separate elephant attacks in Jashpur, Gaurela-Pendra-Marwahi | India News  India TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,324,464,559,505
266,03-11-25,leopard,shirur,pune,Maharastra,13yr,Dead,The leopard was hiding in a sugarcane field and attacked the boy while he was playing,"Pune: 13-year-old killed in leopard attack; villagers torch forest department office, block highway | Maharashtra News  India TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,1076,295,830
267,25/04/25,leopard,vanarwadi,Nashik,Maharastra,20yr,Dead,She had gone to cut fodder for the cattle near her familys settlement when the leopard attacked,Nashik: 20-Year-Old Woman Killed in Leopard Attack in Dindori Taluka - www.lokmattimes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,889,229,100,519
268,01-11-23,leopard,jaisinghpur,nuh,Haryana,--,injured,A man and two children sustained injuries in a leopard attack ,"Man in hospital after leopard attack, 2 kids injured in Nuh | Delhi News - The Indian Express",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1220,199,343
269,06-11-23,leopard,valparai,coimbatore,Tamil nadu,7yr,injured,The boy was attacked by a leopard,Leopard mauls seven-year-old boy at Valparai - The Hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,267,483,468,432
270,21/12/23,leopard,bhiterkad,nilgiris,Tamil nadu,--,injured,She was attacked near her homeq,Two injured in leopard attack near Bitherkadu range in TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,439,0,409,785
271,11-08-23,leopard,alipiri,tirupati,Andhra pradesh,6yr,Dead,"Tthe girl, along with her parents were trekking up to Tirumala along the Alipiri pedestrian route when the attack happened",6-year-old girl killed in leopard attack near Andhra Pradesh's Tirumala | Vijayawada News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,832,551,252,576
272,06-05-23,leopard,sahaspur,dehradun,Uttarakhand,4yr,Dead,The child was playing with a group of four-five other children when the leopard seized him,Sahaspur: Four-year-old Dies In Leopard Attack In Doon | Dehradun News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,227,226,517
273,22/06/23,leopard,anjanadri,tirupati,Andhra pradesh,3yr,injured,He was attacked by a leopard on the Tirumala ghat road,"Grabbed by neck, fled into forest': Three-year-old saved by a whisker in leopard attack in AP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,748,836,221,624
274,30/05/23,leopard,chharchhoda,dohad,Gujarat,70yr,Dead,The woman was walking towards a shop from her home when the attacked happened,70-yr-old woman killed in leopard attack in Gujarat | Ahmedabad News - The Indian Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,403,238,115,675
275,02-07-23,leopard,dhura,champawat,Uttarakhand,--,Dead,The leopard attacked some women who were going to a forest to collect fodder for their livestock,"Leopard attacks, drags woman's body into forest in Uttarakhand - India Today",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,105,321,623,767
276,04-07-23,leopard,kachhi ,valsad,Gujarat,--,injured,"A female leopard was caught  after it attacked four people, including two women, in two days in Valsad","Leopard caught after it attacks, injures 4 in Valsad | Surat News - The Indian Express",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,538,0,235,817
277,12-11-23,leopard,brooklands,nilgiris,Tamil nadu,--,injured,"Six people, including a journalist who was covering the rescue operation, were injured after a leopard attack in Brookland near Coonoor ","Tamil Nadu: Six injured after leopard attack in Nilgiris district, containment op underway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,459,319,543,546
278,09-02-23,leopard,raj nagar,ghaziabad,Uttar pradesh,--,injured,A leopard entered the Ghaziabad court complex and attacked at least eight people ,"Leopard enters Ghaziabad court complex, 8 injured in attack | Delhi News - The Indian Express",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,219,0,604,401
279,08-06-23,leopard,goghamba,panchmahal,Gujarat,11yr,injured,The boy was sleeping on a cot outside his house in the village when the leopard attacked the child,"11-year-old attacked by leopard, suffers head injuries | Ahmedabad News - The Indian Express",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,420,0,499,537
280,31/01/23,leopard,bodeli,chota udepur,Gujarat,2yr,Dead,The leopard santched the kid and ran into bushes,Two kids succumb to leopard attacks in Gujarat | DeshGujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,284,804,213,639
281,29/12/24,Elephant,vannappuram,idukki,Kerala,22yr,Dead,He was killed in an elephant attack near Kothamangalam forest range while untying his cattle in a teak plantation,22-year-old killed in elephant attack near Kothamangalam forest range | Idukki News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,434,814,380,455
282,30/11/24,Tiger,nazrulnagar ,kumuram bheem asifabad,Telangana,21yr,Dead,She  lost her life in a tiger attack while working in an agricultural field,"21-year-old woman dies in tiger attack at Kagaznagar, Telangana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,598,670,295,456
283,24/12/22,Tiger,ramnagar,nainital,Uttarakhand,--,Dead,A tiger attacked three local men drinking in the Corbett-Ramnagar forest area killing one of them.,Corbett: Jim Corbett Tiger Attack: Tiger on prowl kills one of three men drinking in Jim Corbett | Dehradun News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,875,113,119,651
284,24/05/22,Tiger,talodhi,chandrapur,Maharastra,50yr,Dead,She had gone to collect tendu leaves in the forest under t ange was killed by a tiger,Tiger kills couple in Talodhi forest | Nagpur News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,480,364,592
285,03-05-22,Tiger,usegaon,gadchiroli,Maharastra,21yr,Dead,He was in forest when attack happened,"Tiger kills youth inside forest, injures girlfriend | Nagpur News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1039,498,64,604
286,03-05-22,Tiger,usegaon,gadchiroli,Maharastra,20yr,injured,She was in forest when attack happened,"Tiger kills youth inside forest, injures girlfriend | Nagpur News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,36,537,486
287,21/12/22,Tiger,kedarlingwad,kolhapur,Maharastra,10yr,Dead,The girl had went along with her mother for grazing the cattle and the leopard attacked upon her from behind while they were returning back towards their makeshift hut,10-year-old killed in leopard attack in Maharashtra's Kolhapur | Kolhapur News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,354,1101,207,565
288,29/07/22,leopard,vavkundali,panchmahal,Gujarat,8month,Dead,The incident took place late night his mother was breastfeeding her eight-month-old son inside their hut,Gujarat: 8-month-old child dragged away by leopard from mothers lap found dead | Gandhinagar News - The Indian Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,576,850,340,461
289,01-05-22,leopard,durgapur,chandrapur,Maharastra,47yr,Dead,A woman was killed by a leopard in the front yard of her house in Durgapur village,"Leopard kills woman in Durgapur, shepherd dies in tiger attack | Nagpur News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,484,411,356,733
290,30/04/22,Tiger,maroda,chandrapur,Maharastra,60yr,Dead,He had taken his oxen for grazing to his farm near the village when the attacked happened,"Leopard kills woman in Durgapur, shepherd dies in tiger attack | Nagpur News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,213,510,248,755
291,06-12-24,Tiger,kurkheda,gadchiroli,Maharastra,24yr,Dead,She had gone to field to collect paddy after thresing when the tiger attacked her,https://www.lokmattimes.com/maharashtra/tiger-attack-in-maharashtra-pregnant-woman-mauled-to-death-by-big-cat-in-gadchiroli-a517/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,337,583,417,323
292,30/11/24,Tiger,dubbaguda,kumuram bheem asifabad,Telangana,--,injured,"The  farmer had gone to his field to carry out his daily work. As he was going about his routine, the tiger struck him, severely injuring his neck.",Another tiger attack in Telangana's Adilabad leaves man injured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,252,0,205,460
293,14/05/25,Tiger,karbada,chandrapur,Maharastra,54yr,Dead,"The woman went ?into the forest near Karbada village to collect tendu leaves,when a tiger tiger hiding in the bushes suddenly pounced on her","Tiger mauls another woman in Chandrapur, sixth death in five days | Mumbai news",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,223,401,474,375
294,15/10/24,Tiger,jamunia,nagpur,Maharastra,55yr,Dead,He was attacked by the big cat when he was headed towards his farm to guard crops,"Man killed in tiger attack, villagers damage forest department vehicle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,654,227,30,502
295,19/09/24,Tiger,mul,chandrapur,Maharastra,--,Dead,He s had gone to forests for grazing cattle when a lurking tiger suddenly attacked and killed him,Tiger kills shepherd in Chandrapur district; 6th such incident in two months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,507,99,325,587
296,15/05/24,Tiger,khangao,chandrapur,Maharastra,33yr,Dead,"During an overnight vigil on standing crop, the farmer fell prey to a tiger, which dragged his dismembered body to an adjacent jungle","Tiger: Tiger devours Chimur farmer, 9th in Chandrapur this year | Nagpur News - Times of India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,192,387,687,382
297,14/03/24,Tiger,ballapur range,chandrapur,Maharastra,58yr,Dead,The incident took place in forest area number 494 in Ballarpur range when the victim had gone to collect wood,58-Year-Old Man Killed In Tiger Attack In Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,669,1219,99,461
298,11-08-24,Tiger,pench,seoni,Madhya pradesh,--,injured,While he was guiding the livestock he was attacked,Pench Tiger Reserve: How a Man Survived a Tiger Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,492,756,164,449
299,02-11-24,Elephant,bandhavgarh,umaria,Madhya pradesh,65yr,Dead,The wild elephants trampled him to death outside the bandhavgarh reserve,Man killed in elephant attack near MP's Bandhavgarh Tiger Reserve | India News - Times of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,643,271,402,631
300,21/12/24,Tiger,kaliabor,nagaon,Assam,60yr,Dead,The man had entered the jungle along with some others and was attacked,Man dies in suspected tiger attack in Assam's Kaliabor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,588,729,335,610
301,23-03-2024,Sloth Bear,Anakapalle,Srikakulam,Andhra Pradesh,50yr,Dead,Two farmers were attacked while working in a cashew orchard. One victim was dragged from a tractor by the bear.,https://www.newindianexpress.com/states/andhra-pradesh/2024/Mar/24/sloth-bear-mauls-two-ryots-to-death-in-andhra-pradeshs-srikakulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,151,1059,370,491
302,04-08-2024,Sloth Bear,Badraudi,Gaurela-Pendra-Marwahi,Chhattisgarh,28yr,Dead,Child was playing outside staff quarters in a tea estate during evening hours.,https://www.republicworld.com/india/wild-sloth-bear-mauls-28-year-old-man-to-death-in-chhattisgarh-2-others-critically-injured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,231,869,397,626
303,11-08-2025,Sloth Bear,Waverly Estate,Coimbatore (Valparai),Tamil Nadu,8yr,Dead,The child was the son of a migrant worker; attacked while returning home after buying milk in a tea estate area,https://www.thenewsminute.com/tamil-nadu/boy-killed-by-sloth-bear-in-valparai-in-tamil-nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,624,523,426,517
304,27-08-2025,Sloth Bear,Turunga,Jajpur,Odisha,27yr,Dead,Victim was attacked while attending to nature's call in a forest patch. He succumbed to injuries days later in Sept 2025.,https://timesofindia.indiatimes.com/city/bhubaneswar/man-from-jajpur-district-dies-days-after-getting-injured-in-sloth-bear-attack/articleshow/123837806.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,583,241,521,559
305,27-09-2024,Sloth Bear,Beljhiriya,Gaurela-Pendra-Marwahi,Chhattisgarh,13yr,Dead,A minor girl was attacked and killed while grazing goats in the village fields.,https://timesofindia.indiatimes.com/city/raipur/minor-girl-man-mauled-to-death-by-sloth-bear/articleshow/113771475.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,393,779,381,851
306,27-07-2025,Sloth Bear,Yelagiri Hills (12th Hairpin Bend),Tirupattur,Tamil nadu,50yr,injured,A coconut trader riding a two-wheeler hit a bear crossing the road at a hairpin bend and was attacked in defense.,https://www.thehindu.com/news/national/tamil-nadu/sloth-bear-attacks-motorist-in-yelagiri-hills-forest-officials-issue-guidelines/article69858382.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,435,657,251,801
307,22-09-2024,Sloth Bear,Sirukundra Estate,Coimbatore (Valparai),Tamil Nadu,25yr,injured,A migrant worker from Jharkhand was attacked on his hand and leg while working in a tea estate.,https://www.thehindu.com/news/cities/Coimbatore/migrant-worker-attacked-by-sloth-bear-near-valparai/article68670896.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,783,858,434,405
308,16-09-2025,Sloth Bear,Khanua-Jamgadi,Singrauli,Madhya Pradesh,45yr,Dead,Victim (Guest Teacher) was grazing goats in the forest when attacked. Another man (45) tried to save him and was also killed.,https://www.newindianexpress.com/nation/2025/Sep/20/female-sloth-bear-that-killed-two-men-in-singrauli-found-dead-forensic-analysis-ordered-to-determine-cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,222,754,679,724
309,12-08-2025,Sloth Bear,Waverly Estate,Coimbatore (Valparai),Tamil nadu,8yr,Dead,Child was sent to buy milk at a shop 200m away; bear attacked from bushes. Nail marks confirmed bear species.,https://www.newindianexpress.com/states/tamil-nadu/2025/Aug/12/sloth-bear-kills-eight-year-old-boy-in-anamalai-tiger-reserve-second-child-death-in-two-months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,564,919,273,721
310,07-08-2025,Sloth Bear,Near Western Ghats,Tenkasi (Puliyangudi),Tamil nadu,52yr,injured,Three women farm workers attacked at 9 AM while working in a private farm near the foothills.,https://www.thehindu.com/news/national/tamil-nadu/three-women-farm-workers-injured-in-sloth-bear-attack-near-puliyangudi-residents-stage-protest/article69904428.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,339,285,105,427
311,07-08-2025,Sloth Bear,Near Western Ghats,Tenkasi (Puliyangudi),Tamil nadu,43yr,injured,Three women farm workers attacked at 9 AM while working in a private farm near the foothills.,https://www.thehindu.com/news/national/tamil-nadu/three-women-farm-workers-injured-in-sloth-bear-attack-near-puliyangudi-residents-stage-protest/article69904428.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,334,1026,521,722
312,07-08-2025,Sloth Bear,Near Western Ghats,Tenkasi (Puliyangudi),Tamil nadu,44yr,injured,Three women farm workers attacked at 9 AM while working in a private farm near the foothills.,https://www.thehindu.com/news/national/tamil-nadu/three-women-farm-workers-injured-in-sloth-bear-attack-near-puliyangudi-residents-stage-protest/article69904428.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,729,579,275,830
313,27-09-2024,Sloth Bear,Beljhiriya,Gaurela-Pendra-Marwahi,Chhattisgarh,13yr,Dead,Minor girl attacked and killed while grazing goats in village fields.,https://timesofindia.indiatimes.com/city/raipur/minor-girl-man-mauled-to-death-by-sloth-bear/articleshow/113771475.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,647,1330,0,431
314,27-09-2024,Sloth Bear,Forest area,Gaurela-Pendra-Marwahi,Chhattisgarh,25yr,Dead,"In a separate incident on the same day, a man collecting forest produce was attacked and suffered fatal abdominal injuries.",https://timesofindia.indiatimes.com/city/raipur/minor-girl-man-mauled-to-death-by-sloth-bear/articleshow/113771475.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,644,224,469,462
315,25-08-2024,Sloth Bear,Thimlapura,Shimoga (Bhadravati),Karnataka,32yr,injured,Two villagers suffered minor injuries in attacks leading up to the capture of the bear by forest officials.,https://www.thehindu.com/news/national/karnataka/forest-dept-officials-capture-sloth-bear-in-thimlapura-in-bhadravati-taluk/article68565663.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,791,1194,192,752
316,24-03-2024,Sloth Bear,Anakapalle,Srikakulam,Andhra Pradesh,50yr,Dead,Couple working in cashew orchard attacked. Neighbor on tractor tried to intervene and was dragged off and killed.,https://www.newindianexpress.com/states/andhra-pradesh/2024/Mar/24/sloth-bear-mauls-two-ryots-to-death-in-andhra-pradeshs-srikakulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,406,579,281,640
317,24-03-2024,Sloth Bear,Anakapalle,Srikakulam,Andhra Pradesh,45yr,Dead,Couple working in cashew orchard attacked. Neighbor on tractor tried to intervene and was dragged off and killed.,https://www.newindianexpress.com/states/andhra-pradesh/2024/Mar/24/sloth-bear-mauls-two-ryots-to-death-in-andhra-pradeshs-srikakulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,604,239,366,682
318,15-07-2025,Sloth Bear,Antharasanthe Range,Mysuru,Karnataka,47yr,injured,Forest watcher attacked on face and head while patrolling in Nagarahole Tiger Reserve,https://www.deccanherald.com/india/karnataka/bear-attacks-forest-watcher-in-nagarahole-tiger-reserve-3632115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,306,306,338,651
319,12-07-2025,Sloth Bear,Ryavanaki,Koppal,Karnataka,60yr,injured,Victim attacked by a mother bear with two cubs while working in his farm near a residential school,https://timesofindia.indiatimes.com/city/hubballi/bear-attacks-farmer-in-koppal-village/articleshow/122408880.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,497,371,441,658
320,02-12-2024,Sloth Bear,Mana (Khanapur),Belagavi,Karnataka,62yr,injured,Farmer attacked while walking to his field with his wife. He fought the bear with a machete but lost his leg,https://www.thehindu.com/news/national/karnataka/farmer-injured-in-bear-attack-in-belagavi-forest/article68941352.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,360,669,212,401
321,25-08-2024,Sloth Bear,Thimlapura,Shivamogga,Karnataka,35yr,injured,Two villagers suffered minor injuries in attacks leading up to the capture of the bear by forest officials.,https://www.thehindu.com/news/national/karnataka/forest-dept-officials-capture-sloth-bear-in-thimlapura-in-bhadravati-taluk/article68565663.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,429,709,402,757
322,25-08-2024,Sloth Bear,Thimlapura,Shivamogga,Karnataka,35yr,injured,Two villagers suffered minor injuries in attacks leading up to the capture of the bear by forest officials.,https://www.thehindu.com/news/national/karnataka/forest-dept-officials-capture-sloth-bear-in-thimlapura-in-bhadravati-taluk/article68565663.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,578,270,248,775
323,13-05-2024,Sloth Bear,Chilakamukhi,Koppal,Karnataka,,Dead,Report confirms two people were killed in Koppal district in the preceding month (April 2024).,https://www.deccanherald.com/elections/karnataka/sloth-bear-leopard-attacks-scare-daylights-out-of-farmers-in-3-districts-of-karnataka-3021062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,154,490,447,565
324,13-05-2024,Sloth Bear,Chilakamukhi,Koppal,Karnataka,,Dead,Report confirms two people were killed in Koppal district in the preceding month (April 2024).,https://www.deccanherald.com/elections/karnataka/sloth-bear-leopard-attacks-scare-daylights-out-of-farmers-in-3-districts-of-karnataka-3021062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1027,1356,423,593
325,23-03-2025,Sloth Bear,Pali-Sattari,Goa - KA border,Karnataka/Goa,63yr,injured,Farmer grievously injured in a bear attack while heading to fields; highlights cross-border conflict zones.,https://www.prudentmedia.in/general/sloth-bear-sighting-in-palisattari-creates-panic-among-villagers/32694.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98,1191,112,370
326,18-01-2025,Sloth Bear,Korar Forest,Kanker,Chhattisgarh,45yr,Dead,A father and son were killed. The son was attacked first; the father climbed a tree but was dragged down by the bear.,https://timesofindia.indiatimes.com/city/raipur/rabid-sloth-bear-kills-father-son-duo-injures-forest-ranger-in-kanker/articleshow/117436812.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,674,517,677
